GEOID,heatweek_avg_qol_calls,normalweek_avg_qol_calls,TOTAL_POP,heatweek_calls_per_1k,normalweek_calls_per_1k
36047045800,2.6,0.7142857142857143,1036.0,2.5096525096525095,0.6894649751792609
36047046000,10.8,8.714285714285714,3302.0,3.270745003028468,2.6390931902742922
36047046201,3.6,4.0,2448.0,1.4705882352941175,1.6339869281045751
36047046202,1.4,1.0,1923.0,0.7280291211648465,0.5200208008320333
36047046400,1.0,1.0,2726.0,0.36683785766691124,0.36683785766691124
36047046800,3.0,4.0,2168.0,1.3837638376383763,1.8450184501845017
36047047000,1.4,0.7142857142857143,2662.0,0.5259203606311045,0.26832671460770635
36047047200,1.2,3.4285714285714284,3185.0,0.3767660910518053,1.0764745458623008
36047047400,0.8,1.5714285714285714,2836.0,0.28208744710860373,0.5541003425347572
36047047600,2.8,3.5714285714285716,3508.0,0.798175598631699,1.0180811207036977
36047047700,7.0,5.285714285714286,3950.0,1.7721518987341771,1.3381555153707052
36047047800,3.8,3.4285714285714284,4248.0,0.8945386064030132,0.8071025020177562
36047048000,3.0,6.857142857142857,3345.0,0.8968609865470852,2.0499679692504804
36047048100,3.4,7.285714285714286,3049.0,1.1151197113807807,2.3895422386731013
36047048200,20.8,18.142857142857142,5856.0,3.5519125683060113,3.0981654957064793
36047048400,4.6,5.714285714285714,5554.0,0.8282319049333813,1.028859509234014
36047048500,7.6,13.857142857142858,2395.0,3.173277661795407,5.78586340590516
36047048600,7.8,7.0,3223.0,2.420105491777847,2.1718895439031956
36047048800,5.0,5.571428571428571,4472.0,1.1180679785330947,1.245847176079734
36047048900,1.6,1.0,3465.0,0.46176046176046176,0.2886002886002886
36047049000,11.4,10.857142857142858,5297.0,2.1521616009061733,2.049677715148736
36047049100,6.2,12.142857142857142,6905.0,0.8979000724112962,1.7585600496534601
36047049200,32.2,33.857142857142854,3105.0,10.370370370370372,10.904071773636991
36047049301,0.4,0.3333333333333333,2377.0,0.16827934371055955,0.14023278642546627
36047049302,1.4,5.857142857142857,5036.0,0.2779984114376489,1.1630545784636332
36047049400,2.8,6.142857142857143,4939.0,0.5669163798339745,1.2437451190235156
36047049500,2.8,3.4285714285714284,2657.0,1.0538200978547232,1.290391956556804
36047049600,8.6,7.428571428571429,3801.0,2.2625624835569584,1.9543729093847484
36047049700,9.4,8.142857142857142,3235.0,2.9057187017001547,2.517111945241775
36047049800,7.0,10.428571428571429,4051.0,1.7279684028634905,2.574320273653772
