GEOID,PCT_TREE_CANOPY,PCT_IMPERVIOUS,MEAN_LANDCOVER
36061000100,10.126984126984127,1.8253968253968254,23.772486772486772
36061001401,13.314285714285715,1.4761904761904763,23.20952380952381
36061001402,0.592,1.176,23.776
36061001800,3.076305220883534,1.2530120481927711,23.779116465863453
36061002201,6.089887640449438,1.3764044943820224,23.589887640449437
36061002602,2.736842105263158,1.2017543859649122,23.69298245614035
36061002800,1.7009803921568627,1.1666666666666667,23.80392156862745
36061003400,1.2598870056497176,1.0564971751412429,23.824858757062145
36061003601,6.25,1.3482142857142858,23.544642857142858
36061003602,2.8217821782178216,1.1683168316831682,23.693069306930692
36061004001,0.4077669902912621,1.029126213592233,23.95145631067961
36061004002,1.0520833333333333,1.0104166666666667,23.666666666666668
36061004100,0.047619047619047616,1.0333333333333334,23.961904761904762
36061004300,1.2023809523809523,1.0773809523809523,23.892857142857142
36061005400,0.0,1.4734042553191489,23.867021276595743
36061005501,7.0647482014388485,1.2877697841726619,23.33093525179856
36061005502,0.07936507936507936,1.0714285714285714,23.976190476190474
36061005800,0.05154639175257732,1.2938144329896908,23.88659793814433
36061006700,1.3650793650793651,1.08994708994709,23.677248677248677
36061006800,0.15025906735751296,1.3160621761658031,23.78238341968912
36061007001,6.22,1.48,23.53
36061007002,0.6020408163265306,1.1020408163265305,23.632653061224488
36061007200,0.39896373056994816,1.0984455958549222,23.6580310880829
36061007300,0.6956521739130435,1.0108695652173914,23.717391304347824
36061007600,0.19270833333333334,1.3125,23.765625
36061007700,1.517766497461929,1.1421319796954315,23.6751269035533
36061007800,4.198979591836735,1.433673469387755,23.622448979591837
36061008000,0.387434554973822,1.198952879581152,23.528795811518325
36061008100,0.10256410256410256,1.0923076923076922,23.882051282051282
36061008200,0.05235602094240838,1.3926701570680629,23.596858638743456
36061008300,0.8134715025906736,1.4663212435233162,23.89637305699482
36061008400,4.455958549222798,1.528497409326425,23.45077720207254
36061008900,3.572972972972973,1.135135135135135,23.52972972972973
36061009200,0.0,1.4109589041095891,23.621004566210047
36061009300,4.678391959798995,1.2412060301507537,23.417085427135678
36061009400,0.0,1.5411764705882354,23.529411764705884
36061009500,0.0,1.1875,23.869791666666668
36061009600,0.0,1.435897435897436,23.682051282051283
36061009902,1.3679245283018868,1.721698113207547,23.92924528301887
