NAME,total_pop,median_income,poverty_all,poverty_count,no_vehicle_hh,edu_bachelors,edu_masters,edu_professional,edu_doctorate,edu_total,owner_hh,renter_hh,hh_total,limited_english,limited_english_total,state,county,tract,GEOID,poverty_rate,poverty_rate_c,edu_bachelors_plus,pct_bachelors_plus,pct_renters,pct_limited_english
Census Tract 136; Kings County; New York,3973,104191,3960,335,199,1047,527,139,50,2836,680,809,1489,33,3574,36,047,013600,36047013600,0.0845959595959596,-0.08076305140460592,1763,0.6216502115655853,0.5433176628609805,0.00923335198656967
Census Tract 137; Kings County; New York,3411,158594,3342,202,232,963,651,239,70,2576,433,1053,1486,0,3153,36,047,013700,36047013700,0.06044284859365649,-0.10491616240690903,1923,0.7465062111801242,0.7086137281292059,0.0
Census Tract 138; Kings County; New York,3670,93117,3662,304,44,929,248,59,76,2362,311,975,1286,13,3523,36,047,013800,36047013800,0.08301474604041507,-0.08234426496015045,1312,0.5554614733276884,0.7581648522550545,0.0036900369003690036
Census Tract 139; Kings County; New York,3412,163125,3372,122,74,880,618,209,180,2495,356,1044,1400,0,3143,36,047,013900,36047013900,0.036180308422301306,-0.12917870257826422,1887,0.756312625250501,0.7457142857142857,0.0
Census Tract 140; Kings County; New York,1831,55250,1830,333,35,528,150,15,20,1498,398,369,767,0,1716,36,047,014000,36047014000,0.1819672131147541,0.01660820211418859,713,0.4759679572763685,0.4810951760104302,0.0
Census Tract 141.01; Kings County; New York,1178,142750,1177,141,38,422,232,23,18,930,160,313,473,0,1084,36,047,014101,36047014101,0.11979609175870858,-0.045562919241856945,695,0.7473118279569892,0.6617336152219874,0.0
Census Tract 141.02; Kings County; New York,1805,127768,1805,69,65,457,220,133,62,1386,337,494,831,0,1624,36,047,014102,36047014102,0.03822714681440443,-0.1271318641861611,872,0.6291486291486291,0.5944645006016848,0.0
Census Tract 142; Kings County; New York,3496,80476,3496,475,81,681,243,132,69,2442,403,887,1290,0,3179,36,047,014200,36047014200,0.1358695652173913,-0.029489445783174223,1125,0.4606879606879607,0.6875968992248062,0.0
Census Tract 143; Kings County; New York,3882,122344,3875,394,65,992,287,118,107,2701,336,1137,1473,0,3764,36,047,014300,36047014300,0.1016774193548387,-0.06368159164572681,1504,0.5568308034061459,0.7718940936863544,0.0
Census Tract 145; Kings County; New York,4367,112596,4367,232,88,1294,675,231,11,3290,416,1485,1901,54,3964,36,047,014500,36047014500,0.05312571559422945,-0.11223329540633607,2211,0.6720364741641337,0.7811678064176749,0.013622603430877902
Census Tract 147; Kings County; New York,2404,133194,2404,231,66,528,569,55,23,1506,391,464,855,0,2174,36,047,014700,36047014700,0.09608985024958402,-0.0692691607509815,1175,0.7802124833997344,0.5426900584795321,0.0
Census Tract 148; Kings County; New York,1202,71250,1185,159,50,155,122,53,8,886,283,148,431,0,1102,36,047,014800,36047014800,0.1341772151898734,-0.03118179581069211,338,0.38148984198645597,0.3433874709976798,0.0
Census Tract 149.01; Kings County; New York,1644,143859,1644,110,67,505,265,125,57,1252,289,374,663,0,1540,36,047,014901,36047014901,0.06690997566909976,-0.09844903533146576,952,0.7603833865814696,0.5641025641025641,0.0
Census Tract 149.02; Kings County; New York,4275,142625,4271,334,81,1198,1201,89,122,3255,560,1308,1868,0,4139,36,047,014902,36047014902,0.07820182627019433,-0.08715718473037119,2610,0.8018433179723502,0.7002141327623126,0.0
Census Tract 150; Kings County; New York,1711,78235,1693,212,7,325,179,46,36,1271,318,276,594,10,1655,36,047,015000,36047015000,0.12522150029533372,-0.040137510705231805,586,0.46105428796223447,0.46464646464646464,0.006042296072507553
Census Tract 151; Kings County; New York,4149,192411,4134,100,283,1297,876,380,157,3241,898,870,1768,0,3942,36,047,015100,36047015100,0.024189646831156264,-0.14116936416940926,2710,0.8361616784942919,0.4920814479638009,0.0
Census Tract 152; Kings County; New York,2638,87667,2494,326,63,556,194,85,0,2027,538,436,974,0,2589,36,047,015200,36047015200,0.13071371291098638,-0.03464529808957914,835,0.4119388258510113,0.44763860369609854,0.0
Census Tract 153; Kings County; New York,2645,138182,2551,173,171,725,354,284,93,1933,400,702,1102,0,2500,36,047,015300,36047015300,0.06781654253234026,-0.09754246846822526,1456,0.7532333160889808,0.6370235934664247,0.0
Census Tract 155; Kings County; New York,3693,215583,3692,160,220,718,1174,297,75,2624,852,611,1463,0,3437,36,047,015500,36047015500,0.04333694474539545,-0.12202206625517006,2264,0.8628048780487805,0.417634996582365,0.0
Census Tract 157; Kings County; New York,4996,186686,4996,14,435,1223,1410,496,423,3827,916,1252,2168,0,4549,36,047,015700,36047015700,0.0028022417934347476,-0.16255676920713077,3552,0.9281421478965247,0.577490774907749,0.0
Census Tract 159; Kings County; New York,5232,203936,5226,308,703,1227,1422,553,320,4151,1350,1130,2480,0,4618,36,047,015900,36047015900,0.05893608878683505,-0.10642292221373047,3522,0.84847024813298,0.45564516129032256,0.0
Census Tract 160; Kings County; New York,4603,96411,4603,411,99,1100,414,114,32,3352,307,1460,1767,5,4340,36,047,016000,36047016000,0.08928959374321095,-0.07606941725735457,1660,0.49522673031026254,0.8262591963780419,0.001152073732718894
Census Tract 161; Kings County; New York,3729,168594,3686,71,285,1147,610,227,152,3038,602,937,1539,22,3471,36,047,016100,36047016100,0.01926207270754205,-0.14609693829302348,2136,0.7030941408821593,0.6088369070825211,0.006338231057332181
Census Tract 162; Kings County; New York,2289,87446,2250,375,139,580,203,63,9,1724,450,677,1127,0,2176,36,047,016200,36047016200,0.16666666666666666,0.0013076556661011374,855,0.49593967517401394,0.6007098491570542,0.0
Census Tract 163; Kings County; New York,4004,145481,4004,299,304,1126,911,293,127,3076,608,1143,1751,0,3488,36,047,016300,36047016300,0.07467532467532467,-0.09068368632524085,2457,0.7987646293888166,0.6527698458023986,0.0
Census Tract 164; Kings County; New York,997,136583,813,0,8,158,61,35,0,481,16,193,209,0,939,36,047,016400,36047016400,0.0,-0.16535901100056552,254,0.5280665280665281,0.9234449760765551,0.0
Census Tract 165; Kings County; New York,6356,241579,6356,413,457,1651,1643,758,134,4751,1281,1169,2450,0,5848,36,047,016500,36047016500,0.06497797356828194,-0.10038103743228358,4186,0.881077667859398,0.47714285714285715,0.0
Census Tract 166; Kings County; New York,1830,130417,1830,80,38,373,266,83,0,1374,608,78,686,0,1724,36,047,016600,36047016600,0.04371584699453552,-0.12164316400603001,722,0.5254730713245997,0.11370262390670553,0.0
Census Tract 167; Kings County; New York,4756,207095,4743,184,522,1329,1382,233,236,3948,975,1325,2300,0,4404,36,047,016700,36047016700,0.03879401222854733,-0.12656499877201818,3180,0.8054711246200608,0.5760869565217391,0.0
Census Tract 168; Kings County; New York,2122,111673,2122,153,29,409,169,50,0,1573,544,273,817,0,1988,36,047,016800,36047016800,0.07210179076343072,-0.0932572202371348,628,0.39923712650985377,0.33414932680538556,0.0
Census Tract 169; Kings County; New York,5635,155873,5438,596,252,1804,1149,165,74,3938,754,1305,2059,0,5124,36,047,016900,36047016900,0.10959911732254506,-0.055759893678020464,3192,0.8105637379380396,0.6338028169014085,0.0
Census Tract 170; Kings County; New York,3417,98095,3403,482,83,568,154,19,9,2476,602,472,1074,45,3246,36,047,017000,36047017000,0.14163972965030855,-0.02371928135025697,750,0.30290791599353795,0.43947858472998136,0.013863216266173753
Census Tract 171; Kings County; New York,4271,158269,4258,102,91,1117,943,122,141,2890,644,990,1634,0,3935,36,047,017100,36047017100,0.023954908407703146,-0.14140410259286237,2323,0.8038062283737024,0.605875152998776,0.0
Census Tract 172; Kings County; New York,3098,127188,3097,65,12,506,137,61,85,2258,455,531,986,55,2926,36,047,017200,36047017200,0.02098805295447207,-0.14437095804609346,789,0.34942426926483616,0.5385395537525355,0.018796992481203006
Census Tract 174; Kings County; New York,2293,101701,2293,255,71,286,248,24,24,1552,448,283,731,0,2137,36,047,017400,36047017400,0.11120802442215438,-0.05415098657841114,582,0.375,0.387140902872777,0.0
Census Tract 176; Kings County; New York,2428,102344,2428,272,84,372,180,24,0,1896,398,443,841,5,2273,36,047,017600,36047017600,0.11202635914332784,-0.05333265185723768,576,0.3037974683544304,0.5267538644470868,0.002199736031676199
Census Tract 178; Kings County; New York,2812,73417,2622,239,34,512,203,5,72,1966,314,547,861,10,2591,36,047,017800,36047017800,0.09115179252479023,-0.07420721847577529,792,0.40284842319430314,0.6353077816492451,0.0038595137012736396
Census Tract 179; Kings County; New York,4119,110625,3814,932,187,758,500,205,29,3086,478,944,1422,14,3813,36,047,017900,36047017900,0.2443628736234924,0.07900386262292688,1492,0.48347375243033053,0.6638537271448663,0.0036716496197220037
Census Tract 180; Kings County; New York,3145,62637,3130,388,31,569,273,42,6,2109,421,692,1113,0,3090,36,047,018000,36047018000,0.12396166134185303,-0.04139734965871249,890,0.4220009483167378,0.6217430368373764,0.0
Census Tract 181; Kings County; New York,4037,164904,4022,219,249,1414,872,149,212,3226,453,1590,2043,0,3719,36,047,018100,36047018100,0.05445052212829438,-0.11090848887227114,2647,0.8205207687538748,0.7782672540381792,0.0
Census Tract 182; Kings County; New York,3332,66083,3332,328,103,450,60,2,0,2274,543,553,1096,0,3107,36,047,018200,36047018200,0.09843937575030012,-0.0669196352502654,512,0.22515391380826738,0.5045620437956204,0.0
Census Tract 183; Kings County; New York,2741,182401,2733,134,104,1114,574,192,76,2243,383,908,1291,0,2589,36,047,018300,36047018300,0.04903036955726308,-0.11632864144330243,1956,0.872046366473473,0.7033307513555384,0.0
Census Tract 184; Kings County; New York,2112,69844,2112,194,77,418,218,5,8,1643,563,226,789,0,2037,36,047,018400,36047018400,0.09185606060606061,-0.07350295039450491,649,0.3950091296409008,0.2864385297845374,0.0
Census Tract 185.01; Kings County; New York,4791,46723,4782,998,176,532,180,104,13,3173,206,1600,1806,15,4605,36,047,018501,36047018501,0.20869928900041823,0.04334027799985271,829,0.2612669398046013,0.8859357696566998,0.003257328990228013
Census Tract 186; Kings County; New York,2115,77500,2115,229,47,418,154,38,0,1660,346,334,680,0,2109,36,047,018600,36047018600,0.108274231678487,-0.05708477932207852,610,0.3674698795180723,0.49117647058823527,0.0
Census Tract 187; Kings County; New York,1460,116842,1440,156,38,372,259,56,24,1098,203,317,520,7,1344,36,047,018700,36047018700,0.10833333333333334,-0.05702567766723218,711,0.6475409836065574,0.6096153846153847,0.005208333333333333
Census Tract 188; Kings County; New York,2867,68304,2867,493,72,323,121,34,78,2196,458,634,1092,0,2725,36,047,018800,36047018800,0.17195674921520754,0.006597738214642018,556,0.25318761384335153,0.5805860805860806,0.0
Census Tract 190; Kings County; New York,4614,63289,4614,624,121,593,223,67,11,3253,304,1270,1574,0,4228,36,047,019000,36047019000,0.1352405721716515,-0.030118438828914018,894,0.2748232400860744,0.806861499364676,0.0
Census Tract 191; Kings County; New York,2852,148051,2803,304,225,901,446,131,0,2013,426,735,1161,0,2600,36,047,019100,36047019100,0.10845522654298966,-0.056903784457575865,1478,0.734227521112767,0.6330749354005168,0.0
Census Tract 192; Kings County; New York,2792,63807,2788,516,61,316,76,12,15,1739,284,445,729,0,2636,36,047,019200,36047019200,0.18507890961262555,0.019719898612060027,419,0.24094307073030477,0.6104252400548696,0.0
Census Tract 193; Kings County; New York,5774,72806,4163,746,815,1471,588,51,97,3560,1248,1235,2483,0,5713,36,047,019300,36047019300,0.1791976939706942,0.01383868297012869,2207,0.619943820224719,0.4973821989528796,0.0
Census Tract 194; Kings County; New York,3149,49309,3145,953,73,282,134,0,10,2226,455,626,1081,12,3016,36,047,019400,36047019400,0.30302066772655006,0.13766165672598454,426,0.19137466307277629,0.5790934320074006,0.003978779840848806
Census Tract 195; Kings County; New York,3506,110594,3506,393,623,1010,671,186,114,2789,1039,679,1718,0,3305,36,047,019500,36047019500,0.11209355390758699,-0.05326545709297853,1981,0.710290426676228,0.39522700814901046,0.0
Census Tract 196; Kings County; New York,4845,82500,4711,1242,160,656,91,11,0,3308,614,972,1586,27,4519,36,047,019600,36047019600,0.2636382933559754,0.09827928235540986,758,0.22914147521160821,0.6128625472887768,0.005974773179907059
Census Tract 197; Kings County; New York,3680,114191,3636,190,462,1189,716,157,182,2839,963,779,1742,0,3290,36,047,019700,36047019700,0.052255225522552254,-0.11310378547801327,2244,0.7904191616766467,0.447187141216992,0.0
Census Tract 198; Kings County; New York,2057,81719,2040,213,67,305,110,63,63,1375,408,289,697,14,1970,36,047,019800,36047019800,0.10441176470588236,-0.06094724629468316,541,0.39345454545454545,0.4146341463414634,0.007106598984771574
Census Tract 199; Kings County; New York,3582,123107,3577,369,124,1404,484,156,69,2872,255,1696,1951,66,3326,36,047,019900,36047019900,0.10315907184791726,-0.062199939152648265,2113,0.7357242339832869,0.8692977960020503,0.01984365604329525
Census Tract 200; Kings County; New York,2306,91750,2306,426,81,234,134,39,32,1696,408,299,707,6,2190,36,047,020000,36047020000,0.18473547267996532,0.019376461679399798,439,0.25884433962264153,0.4229137199434229,0.0027397260273972603
Census Tract 201; Kings County; New York,4254,142589,4237,356,172,1375,800,305,38,3383,634,1356,1990,58,3918,36,047,020100,36047020100,0.08402171347651641,-0.08133729752404911,2518,0.7443097842151937,0.6814070351758794,0.014803471158754467
Census Tract 202; Kings County; New York,1780,87917,1752,74,65,358,239,26,7,1224,450,181,631,0,1621,36,047,020200,36047020200,0.04223744292237443,-0.1231215680781911,630,0.5147058823529411,0.2868462757527734,0.0
Census Tract 203; Kings County; New York,2057,191083,2057,172,82,676,356,160,92,1611,312,493,805,18,1911,36,047,020300,36047020300,0.08361691784151677,-0.08174209315904875,1284,0.7970204841713222,0.6124223602484472,0.009419152276295133
Census Tract 204; Kings County; New York,1842,95855,1842,218,147,342,217,82,33,1386,595,100,695,6,1789,36,047,020400,36047020400,0.11834961997828447,-0.04700939102228105,674,0.4862914862914863,0.14388489208633093,0.003353828954723309
Census Tract 205; Kings County; New York,3555,149643,3555,151,315,1057,853,254,162,2744,631,949,1580,0,3361,36,047,020500,36047020500,0.04247538677918425,-0.12288362422138127,2326,0.847667638483965,0.600632911392405,0.0
Census Tract 206; Kings County; New York,2499,95104,2498,457,5,472,165,105,25,1658,568,244,812,0,2284,36,047,020600,36047020600,0.18294635708566853,0.01758734608510301,767,0.46260554885404104,0.30049261083743845,0.0
Census Tract 207; Kings County; New York,4562,175833,4562,224,617,1562,1185,309,241,3709,1071,1225,2296,0,4247,36,047,020700,36047020700,0.04910127137220517,-0.11625773962836035,3297,0.8889188460501483,0.5335365853658537,0.0
Census Tract 208; Kings County; New York,3148,62723,3147,280,370,705,231,0,28,2413,555,665,1220,0,2951,36,047,020800,36047020800,0.08897362567524626,-0.07638538532531926,964,0.3995026937422296,0.5450819672131147,0.0
Census Tract 210; Kings County; New York,4041,64250,4041,1164,87,473,190,33,11,2692,544,682,1226,0,3779,36,047,021000,36047021000,0.28804751299183373,0.12268850199126821,707,0.262630014858841,0.5562805872756933,0.0
Census Tract 211; Kings County; New York,2604,87850,2604,323,125,616,238,47,15,1909,247,874,1121,14,2431,36,047,021100,36047021100,0.12403993855606758,-0.04131907244449794,916,0.4798323729701414,0.7796610169491526,0.005758946935417524
Census Tract 212; Kings County; New York,3986,62519,3956,962,84,674,86,34,11,2892,411,864,1275,0,3935,36,047,021200,36047021200,0.24317492416582406,0.07781591316525854,805,0.27835408022130015,0.6776470588235294,0.0
Census Tract 213; Kings County; New York,4650,80275,4650,957,50,1016,295,97,70,3489,81,1944,2025,19,4563,36,047,021300,36047021300,0.20580645161290323,0.04044744061233771,1478,0.4236170822585268,0.96,0.0041639272408503175
Census Tract 214; Kings County; New York,2565,78272,2521,780,106,154,21,13,0,1335,214,315,529,0,2283,36,047,021400,36047021400,0.3094010313367711,0.14404202033620558,188,0.14082397003745317,0.5954631379962193,0.0
Census Tract 215; Kings County; New York,6014,109130,6014,607,336,1769,1056,412,192,4790,767,1961,2728,0,5551,36,047,021500,36047021500,0.10093116062520785,-0.06442785037535767,3429,0.7158663883089771,0.718841642228739,0.0
Census Tract 216; Kings County; New York,3982,37267,3982,2005,63,237,85,24,0,1741,216,702,918,21,3444,36,047,021600,36047021600,0.5035158211953792,0.3381568101948137,346,0.1987363584147042,0.7647058823529411,0.006097560975609756
Census Tract 217; Kings County; New York,3736,88828,3736,540,200,960,492,238,8,2946,298,1469,1767,26,3524,36,047,021700,36047021700,0.14453961456102785,-0.020819396439537674,1698,0.5763747454175153,0.8313525749858517,0.0073779795686719635
Census Tract 218; Kings County; New York,3035,66169,3035,332,26,130,63,32,0,1409,247,593,840,31,2783,36,047,021800,36047021800,0.10939044481054366,-0.05596856619002186,225,0.1596877217885025,0.705952380952381,0.011139058569888609
Census Tract 219; Kings County; New York,4191,114750,4191,491,58,1000,649,259,25,3496,417,1316,1733,0,4027,36,047,021900,36047021900,0.1171558100691959,-0.04820320093136962,1933,0.5529176201372997,0.7593768032313907,0.0
Census Tract 220; Kings County; New York,4989,44716,4950,2861,23,428,61,2,0,2050,195,954,1149,0,3994,36,047,022000,36047022000,0.5779797979797979,0.41262078697923243,491,0.2395121951219512,0.8302872062663186,0.0
Census Tract 221; Kings County; New York,3703,63636,3703,1025,209,919,401,62,0,3049,319,1153,1472,0,3594,36,047,022100,36047022100,0.2768025924925736,0.11144358149200809,1382,0.4532633650377173,0.7832880434782609,0.0
Census Tract 222; Kings County; New York,4051,48594,4051,1876,76,186,103,39,35,1792,242,830,1072,55,3404,36,047,022200,36047022200,0.46309553196741543,0.2977365209668499,363,0.20256696428571427,0.7742537313432836,0.01615746180963572
Census Tract 224; Kings County; New York,5656,57457,5656,1369,87,291,111,13,0,2543,504,781,1285,14,4966,36,047,022400,36047022400,0.24204384724186703,0.07668483624130151,415,0.16319307904050334,0.6077821011673151,0.002819170358437374
Census Tract 226; Kings County; New York,2469,79022,2469,229,105,83,69,0,0,1137,267,289,556,22,2277,36,047,022600,36047022600,0.09275010125556905,-0.07260890974499647,152,0.13368513632365875,0.5197841726618705,0.00966183574879227
Census Tract 227; Kings County; New York,4360,122400,4360,414,182,1259,759,151,22,3350,460,1466,1926,0,4031,36,047,022700,36047022700,0.09495412844036698,-0.07040488256019854,2191,0.6540298507462686,0.7611630321910696,0.0
Census Tract 228; Kings County; New York,3632,40089,3455,1444,39,301,187,34,0,1649,203,610,813,0,3340,36,047,022800,36047022800,0.41794500723589,0.2525859962353245,522,0.3165554881746513,0.7503075030750308,0.0
Census Tract 229; Kings County; New York,3490,121997,3482,454,182,1492,456,72,21,2789,419,1122,1541,0,3292,36,047,022900,36047022900,0.13038483630097644,-0.03497417469958908,2041,0.7318035138042309,0.72809863724854,0.0
Census Tract 230; Kings County; New York,4243,53208,4243,1701,102,233,48,19,0,1760,288,671,959,0,3458,36,047,023000,36047023000,0.40089559274098513,0.2355365817404196,300,0.17045454545454544,0.6996871741397289,0.0
Census Tract 231; Kings County; New York,3475,150288,3469,269,181,1101,623,122,88,2795,438,1245,1683,0,3239,36,047,023100,36047023100,0.07754396079561833,-0.08781505020494719,1934,0.6919499105545617,0.7397504456327986,0.0
Census Tract 232; Kings County; New York,6422,62973,6419,2090,64,294,108,0,0,2549,347,834,1181,0,5450,36,047,023200,36047023200,0.3255958872098458,0.16023687620928026,402,0.15770890545311886,0.7061812023708721,0.0
Census Tract 233; Kings County; New York,6821,80000,6803,2223,233,1692,651,61,0,4328,536,1652,2188,0,6214,36,047,023300,36047023300,0.32676760252829634,0.16140859152773082,2404,0.555452865064695,0.7550274223034735,0.0
Census Tract 234; Kings County; New York,5275,31411,5232,2323,84,232,48,21,9,1977,190,1192,1382,0,4190,36,047,023400,36047023400,0.44399847094801226,0.27863945994744677,310,0.15680323722812342,0.8625180897250362,0.0
Census Tract 235; Kings County; New York,5183,65417,5183,2527,150,715,305,61,61,2165,285,1078,1363,0,4180,36,047,023500,36047023500,0.48755546980513215,0.3221964588045666,1142,0.5274826789838337,0.7909024211298606,0.0
Census Tract 236; Kings County; New York,6342,36524,6342,2189,78,170,164,81,11,2012,129,1343,1472,0,4584,36,047,023600,36047023600,0.3451592557552822,0.1798002447547167,426,0.2117296222664016,0.9123641304347826,0.0
Census Tract 238; Kings County; New York,4734,40335,4734,1457,84,284,57,23,23,1937,214,911,1125,0,3591,36,047,023800,36047023800,0.3077735530207013,0.1424145420201358,387,0.1997934950955085,0.8097777777777778,0.0
Census Tract 240; Kings County; New York,6050,43371,5977,2663,121,311,260,32,0,2518,342,1170,1512,0,4861,36,047,024000,36047024000,0.4455412414254643,0.28018223042489876,603,0.23947577442414614,0.7738095238095238,0.0
Census Tract 241; Kings County; New York,2926,76528,2897,983,104,758,327,9,0,2044,175,915,1090,29,2805,36,047,024100,36047024100,0.33931653434587505,0.17395752334530953,1094,0.5352250489236791,0.8394495412844036,0.01033868092691622
Census Tract 242; Kings County; New York,2916,56250,2916,531,62,198,12,0,0,1419,319,381,700,7,2549,36,047,024200,36047024200,0.18209876543209877,0.01673975443153325,210,0.14799154334038056,0.5442857142857143,0.002746174970576697
Census Tract 243; Kings County; New York,4311,94107,4297,578,198,1304,600,69,0,3638,685,1280,1965,8,4168,36,047,024300,36047024300,0.13451245054689318,-0.030846560453672345,1973,0.5423309510720176,0.6513994910941476,0.0019193857965451055
Census Tract 244; Kings County; New York,3478,58342,3456,1294,120,256,180,33,0,1755,345,618,963,0,3278,36,047,024400,36047024400,0.3744212962962963,0.20906228529573076,469,0.2672364672364672,0.6417445482866043,0.0
Census Tract 245; Kings County; New York,4488,100547,4488,483,189,1010,813,69,14,3431,585,1400,1985,45,4252,36,047,024500,36047024500,0.10762032085561497,-0.05773869014495055,1906,0.5555231710871466,0.7052896725440806,0.010583254938852305
Census Tract 246; Kings County; New York,3432,76652,3377,494,106,358,178,0,7,2122,441,438,879,0,3157,36,047,024600,36047024600,0.14628368374296713,-0.01907532725759839,543,0.25589066918001885,0.49829351535836175,0.0
Census Tract 247; Kings County; New York,2839,63200,2812,775,13,568,536,36,22,2050,149,1157,1306,30,2612,36,047,024700,36047024700,0.2756045519203414,0.11024554091977587,1162,0.5668292682926829,0.8859111791730475,0.011485451761102604
Census Tract 248; Kings County; New York,2479,61466,2479,406,126,292,118,60,0,1528,381,365,746,12,2200,36,047,024800,36047024800,0.16377571601452198,-0.0015832949860435375,470,0.3075916230366492,0.48927613941018766,0.005454545454545455
Census Tract 249; Kings County; New York,3892,85871,3856,677,160,1134,536,52,53,2942,251,1626,1877,0,3840,36,047,024900,36047024900,0.17557053941908712,0.010211528418521604,1775,0.6033310673011557,0.8662759722962173,0.0
Census Tract 250; Kings County; New York,1712,51875,1706,315,84,103,79,15,0,1218,237,316,553,0,1693,36,047,025000,36047025000,0.1846424384525205,0.019283427451954993,197,0.16174055829228243,0.5714285714285714,0.0
Census Tract 251; Kings County; New York,4416,56111,4416,1414,77,840,276,54,10,3107,313,1383,1696,0,4215,36,047,025100,36047025100,0.32019927536231885,0.15484026436175333,1180,0.3797875764402961,0.8154481132075472,0.0
Census Tract 252; Kings County; New York,5057,54750,5057,969,62,841,434,13,21,3412,429,1465,1894,11,4782,36,047,025200,36047025200,0.19161558236108364,0.02625657136051812,1309,0.38364595545134816,0.7734952481520592,0.002300292764533668
Census Tract 253; Kings County; New York,3907,87981,3907,731,88,777,301,78,88,2478,409,924,1333,34,3603,36,047,025300,36047025300,0.18710007678525722,0.021741065784691704,1244,0.5020177562550444,0.6931732933233309,0.009436580627255066
Census Tract 254; Kings County; New York,3145,83637,3145,499,163,536,114,9,0,2122,521,694,1215,0,3002,36,047,025400,36047025400,0.15866454689984102,-0.006694464100724495,659,0.3105560791705938,0.5711934156378601,0.0
Census Tract 255; Kings County; New York,5470,22291,5446,2130,80,271,100,57,0,3773,107,2041,2148,150,5168,36,047,025500,36047025500,0.3911127432978333,0.22575373229726778,428,0.11343758282533793,0.9501862197392924,0.029024767801857584
Census Tract 256; Kings County; New York,3005,69181,3005,400,83,346,102,71,0,2169,418,699,1117,0,2664,36,047,025600,36047025600,0.13311148086522462,-0.0322475301353409,519,0.2392807745504841,0.6257833482542524,0.0
Census Tract 257; Kings County; New York,2892,106579,2892,530,96,578,174,20,9,1886,171,691,862,0,2642,36,047,025700,36047025700,0.18326417704011064,0.017905166039545117,781,0.41410392364793214,0.8016241299303944,0.0
Census Tract 258; Kings County; New York,4119,57431,4119,1230,125,584,230,16,6,2839,336,1140,1476,0,3814,36,047,025800,36047025800,0.2986161689730517,0.1332571579724862,836,0.294469883761888,0.7723577235772358,0.0
Census Tract 259.01; Kings County; New York,2144,75341,2144,658,29,406,143,0,0,1403,101,688,789,5,1982,36,047,025901,36047025901,0.3069029850746269,0.14154397407406136,549,0.391304347826087,0.8719898605830165,0.0025227043390514633
Census Tract 259.02; Kings County; New York,3530,21674,3507,1537,36,364,0,0,0,1880,52,1379,1431,46,3331,36,047,025902,36047025902,0.43826632449386943,0.2729073134933039,364,0.19361702127659575,0.9636617749825297,0.013809666766736716
Census Tract 260; Kings County; New York,3116,61118,3074,350,145,440,113,65,8,2302,476,592,1068,0,3013,36,047,026000,36047026000,0.11385816525699415,-0.051500845743571375,626,0.2719374456993918,0.5543071161048689,0.0
Census Tract 261; Kings County; New York,5504,81827,5498,1886,26,1255,542,109,0,4104,26,2205,2231,0,5137,36,047,026100,36047026100,0.3430338304838123,0.1776748194832468,1906,0.4644249512670565,0.9883460331689825,0.0
Census Tract 262; Kings County; New York,2729,107760,2729,299,95,510,77,5,21,1877,446,347,793,0,2540,36,047,026200,36047026200,0.10956394283620374,-0.05579506816436178,613,0.32658497602557274,0.43757881462799497,0.0
Census Tract 263; Kings County; New York,2253,77546,2230,437,96,333,258,40,15,1574,253,715,968,0,2131,36,047,026300,36047026300,0.1959641255605381,0.030605114559972585,646,0.4104193138500635,0.7386363636363636,0.0
Census Tract 264; Kings County; New York,4423,73029,4358,670,86,597,170,12,0,3072,416,1166,1582,27,4194,36,047,026400,36047026400,0.15374024782010096,-0.011618763180464564,779,0.2535807291666667,0.7370417193426043,0.006437768240343348
Census Tract 265; Kings County; New York,4187,77545,4183,938,113,980,415,110,24,3116,453,1416,1869,0,3968,36,047,026500,36047026500,0.22424097537652402,0.058881964375958495,1529,0.4906931964056483,0.7576243980738363,0.0
Census Tract 266; Kings County; New York,3624,51724,3610,544,82,552,137,40,0,2328,465,653,1118,61,3231,36,047,026600,36047026600,0.15069252077562326,-0.014666490224942264,729,0.3131443298969072,0.5840787119856887,0.01887960383782111
Census Tract 267; Kings County; New York,4701,121771,4591,444,74,1323,663,233,0,3801,527,1445,1972,0,4431,36,047,026700,36047026700,0.09671095621868873,-0.06864805478187679,2219,0.583793738489871,0.7327586206896551,0.0
Census Tract 268; Kings County; New York,4671,80500,4667,734,91,727,207,38,0,3377,588,1014,1602,0,4394,36,047,026800,36047026800,0.15727448039425757,-0.008084530606307955,972,0.28782943440923897,0.6329588014981273,0.0
Census Tract 269; Kings County; New York,3038,89573,3004,498,133,989,373,0,43,2285,387,850,1237,0,2816,36,047,026900,36047026900,0.16577896138482023,0.00041995038425471365,1405,0.6148796498905909,0.6871463217461601,0.0
Census Tract 270; Kings County; New York,2416,43269,2416,783,44,351,187,72,0,1618,236,630,866,0,2299,36,047,027000,36047027000,0.32408940397350994,0.15873039297294442,610,0.377008652657602,0.7274826789838337,0.0
Census Tract 271; Kings County; New York,3703,96016,3677,502,70,538,346,93,22,2514,240,1133,1373,12,3459,36,047,027100,36047027100,0.13652434049496873,-0.028834670505596793,999,0.39737470167064437,0.8252002913328478,0.003469210754553339
Census Tract 272; Kings County; New York,3980,64286,3980,910,173,410,200,0,35,2962,487,899,1386,34,3673,36,047,027200,36047027200,0.228643216080402,0.06328420507983648,645,0.2177582714382174,0.6486291486291487,0.009256738361012797
