GEOID,heatweek_avg_qol_calls,normalweek_avg_qol_calls
36047024200,6.2,5.285714285714286
36047024300,2.6,3.4285714285714284
36047024400,0.6,3.7142857142857144
36047024500,7.8,7.428571428571429
36047024600,4.0,4.285714285714286
36047024700,1.4,3.0
36047024800,7.8,8.428571428571429
36047024900,1.4,3.4285714285714284
36047025000,5.8,6.285714285714286
36047025100,4.0,2.857142857142857
36047025200,22.2,18.857142857142858
36047025300,2.6,4.0
36047025400,4.0,4.571428571428571
36047025500,0.0,0.42857142857142855
36047025600,3.6,1.8571428571428572
36047025700,1.8,4.428571428571429
36047025800,11.4,16.714285714285715
36047025901,2.2,2.2857142857142856
36047025902,1.2,1.1428571428571428
36047026000,5.4,4.714285714285714
36047026100,5.2,5.857142857142857
36047026200,4.6,5.0
36047026300,1.8,2.2857142857142856
36047026400,10.4,11.857142857142858
36047026500,3.4,3.7142857142857144
36047026600,3.8,4.428571428571429
36047026700,4.0,3.5714285714285716
36047026800,10.0,10.142857142857142
36047026900,3.2,3.5714285714285716
36047027000,2.0,1.5714285714285714
36047027100,2.0,6.0
36047027200,6.8,4.714285714285714
36047027300,1.6,2.142857142857143
36047027400,5.4,5.142857142857143
36047027500,2.6,2.7142857142857144
36047027600,11.8,9.571428571428571
36047027700,1.8,2.4285714285714284
36047027800,7.4,3.7142857142857144
36047027900,3.8,4.428571428571429
36047028000,5.6,5.571428571428571
36047028100,4.0,3.857142857142857
36047028200,31.2,16.857142857142858
36047028300,1.8,2.0
36047028400,13.8,11.428571428571429
36047028501,3.4,2.5
36047028502,0.2,0.8571428571428571
36047028600,12.6,13.142857142857142
36047028700,2.8,2.4285714285714284
36047028800,9.6,11.285714285714286
36047028900,3.6,4.0
36047029000,3.4,2.7142857142857144
36047029100,10.6,5.428571428571429
36047029200,6.8,9.714285714285714
36047029300,1.4,2.857142857142857
36047029400,3.0,5.285714285714286
36047029500,3.2,4.285714285714286
36047029600,5.2,5.0
36047029700,4.2,5.0
36047029800,9.0,10.142857142857142
36047029900,1.4,1.1428571428571428
36047030000,5.6,7.571428571428571
36047030100,2.0,2.142857142857143
36047030200,10.8,16.428571428571427
36047030300,3.4,3.4285714285714284
36047030400,16.0,15.0
36047030500,21.6,23.0
36047030600,3.4,2.2857142857142856
36047030700,5.8,4.428571428571429
36047030800,3.2,4.285714285714286
36047030900,2.4,2.4285714285714284
36047031100,3.4,3.0
36047031300,4.2,7.0
36047031401,7.0,9.0
36047031402,0.6,0.14285714285714285
36047031500,2.8,5.0
36047031701,2.2,3.7142857142857144
36047031702,0.8,2.0
36047031900,2.8,7.0
36047032100,5.2,7.857142857142857
36047032300,9.4,9.285714285714286
36047032500,3.0,5.0
36047032600,16.2,11.714285714285714
36047032700,5.4,4.571428571428571
36047032800,3.0,2.0
36047032900,7.4,7.571428571428571
36047033000,1.6,2.0
36047033100,1.4,1.7142857142857142
36047033300,3.4,2.2857142857142856
36047033500,2.2,2.5714285714285716
36047033600,4.0,3.5714285714285716
36047033701,6.0,2.857142857142857
36047033702,3.6,1.5714285714285714
36047033900,8.8,10.285714285714286
36047034000,1.4,2.142857142857143
36047034100,8.4,4.857142857142857
36047034200,4.0,3.857142857142857
36047034300,3.0,2.142857142857143
36047034500,2.0,3.0
36047034700,2.6,4.285714285714286
36047034800,20.0,19.714285714285715
36047034901,1.0,0.5714285714285714
36047034902,0.4,1.7142857142857142
36047035000,2.2,0.8571428571428571
36047035101,3.2,4.142857142857143
36047035102,3.4,1.5714285714285714
36047035200,4.4,4.285714285714286
36047035301,2.0,3.5714285714285716
36047035302,1.0,1.8571428571428572
36047035400,11.6,10.714285714285714
36047035500,1.8,3.7142857142857144
36047035601,2.8,0.6666666666666666
36047035602,4.2,4.571428571428571
36047035701,2.0,3.4285714285714284
36047035702,0.0,0.0
36047035900,7.2,8.428571428571429
36047036001,6.6,3.2857142857142856
36047036002,0.8,1.1428571428571428
36047036100,4.2,2.0
36047036200,1.6,3.857142857142857
36047036300,3.4,6.0
36047036400,3.4,7.571428571428571
36047036501,1.8,3.857142857142857
36047036502,1.0,2.2857142857142856
36047036600,6.4,8.142857142857142
36047036700,4.2,2.857142857142857
36047036900,3.8,5.714285714285714
36047037000,7.0,7.571428571428571
36047037100,4.0,4.142857142857143
36047037300,3.4,4.714285714285714
36047037401,3.2,4.571428571428571
36047037402,6.6,9.571428571428571
36047037500,2.4,5.571428571428571
36047037700,2.0,3.2857142857142856
36047037900,4.6,7.0
36047038100,3.0,2.857142857142857
36047038200,6.4,6.285714285714286
36047038300,7.8,4.142857142857143
36047038500,3.4,6.285714285714286
36047038600,8.2,8.428571428571429
36047038700,6.4,9.428571428571429
36047038800,1.4,1.8571428571428572
36047038900,1.4,3.2857142857142856
36047039000,0.8,1.1428571428571428
36047039100,4.0,1.8571428571428572
36047039200,1.0,2.5714285714285716
36047039300,3.6,4.142857142857143
36047039400,1.8,1.7142857142857142
36047039500,2.8,4.857142857142857
36047039600,1.0,1.1428571428571428
36047039700,2.6,2.4285714285714284
36047039800,5.6,4.714285714285714
36047039900,2.4,1.7142857142857142
36047040000,1.0,2.0
36047040100,5.4,4.571428571428571
36047040200,2.4,2.2857142857142856
36047040300,8.4,5.0
36047040400,18.2,21.428571428571427
36047040500,6.2,6.142857142857143
36047040600,2.6,4.0
36047040700,0.3333333333333333,0.0
36047040800,6.6,9.428571428571429
36047040900,11.2,14.285714285714286
36047041000,1.4,3.4285714285714284
36047041100,8.6,5.571428571428571
36047041200,5.6,6.857142857142857
36047041300,6.4,10.428571428571429
36047041401,0.2,0.2857142857142857
36047041402,0.0,0.3333333333333333
36047041500,3.8,3.857142857142857
36047041600,1.4,1.0
36047041700,1.6,2.142857142857143
36047041800,0.4,0.7142857142857143
36047041900,2.4,4.714285714285714
36047042000,1.0,2.142857142857143
36047042100,6.0,5.714285714285714
36047042200,0.2,2.2857142857142856
36047042300,4.0,2.5714285714285716
36047042400,12.4,9.0
36047042500,4.0,3.857142857142857
36047042600,9.2,5.428571428571429
36047042700,3.8,7.714285714285714
36047042800,9.2,13.0
36047042900,5.0,6.285714285714286
36047043000,10.4,11.714285714285714
36047043100,4.4,8.714285714285714
36047043200,10.2,10.857142857142858
36047043300,1.8,4.142857142857143
36047043400,9.4,6.857142857142857
36047043500,6.2,7.0
36047043600,4.4,4.714285714285714
36047043700,5.0,6.571428571428571
36047043800,3.0,3.2857142857142856
36047043900,17.8,14.142857142857142
36047044000,3.8,6.285714285714286
36047044100,7.0,8.428571428571429
36047044200,2.2,1.4285714285714286
36047044300,4.8,4.571428571428571
36047044400,2.6,2.5714285714285716
36047044500,3.6,6.0
36047044600,8.0,9.285714285714286
36047044700,7.8,6.142857142857143
36047044800,1.4,2.0
36047044901,5.0,6.142857142857143
36047044902,5.6,15.142857142857142
36047045000,6.2,3.5714285714285716
36047045200,0.4,1.4285714285714286
36047045300,5.4,6.857142857142857
36047045400,1.4,2.857142857142857
36047045600,0.2,1.0
36047045800,2.6,0.7142857142857143
36047046000,10.8,8.714285714285714
36047046201,3.6,4.0
36047046202,1.4,1.0
36047046400,1.0,1.0
36047046800,3.0,4.0
36047047000,1.4,0.7142857142857143
36047047200,1.2,3.4285714285714284
36047047400,0.8,1.5714285714285714
36047047600,2.8,3.5714285714285716
36047047700,7.0,5.285714285714286
36047047800,3.8,3.4285714285714284
36047048000,3.0,6.857142857142857
36047048100,3.4,7.285714285714286
36047048200,20.8,18.142857142857142
36047048400,4.6,5.714285714285714
36047048500,7.6,13.857142857142858
36047048600,7.8,7.0
36047048800,5.0,5.571428571428571
36047048900,1.6,1.0
36047049000,11.4,10.857142857142858
36047049100,6.2,12.142857142857142
36047049200,32.2,33.857142857142854
36047049301,0.4,0.3333333333333333
36047049302,1.4,5.857142857142857
36047049400,2.8,6.142857142857143
36047049500,2.8,3.4285714285714284
36047049600,8.6,7.428571428571429
36047049700,9.4,8.142857142857142
36047049800,7.0,10.428571428571429
36047049900,2.2,3.2857142857142856
36047050001,5.8,4.0
36047050002,1.8,3.2857142857142856
36047050100,4.8,4.428571428571429
36047050202,3.0,2.4285714285714284
36047050300,1.8,4.142857142857143
36047050401,6.8,5.714285714285714
36047050402,1.2,2.0
36047050500,2.4,3.2857142857142856
36047050600,6.8,4.857142857142857
36047050700,4.0,3.7142857142857144
36047050801,2.8,2.142857142857143
36047050803,5.8,4.285714285714286
36047050804,7.8,10.857142857142858
36047050900,1.2,1.2857142857142858
36047051001,0.8,2.7142857142857144
36047051002,2.0,3.142857142857143
36047051100,3.2,4.142857142857143
36047051200,5.2,11.0
36047051300,16.6,15.571428571428571
36047051400,8.2,8.857142857142858
36047051500,3.8,2.4285714285714284
36047051601,5.2,8.285714285714286
36047051602,1.6,1.1428571428571428
36047051700,5.8,7.285714285714286
36047051800,1.6,5.142857142857143
36047051900,12.4,13.857142857142858
36047052000,5.6,7.285714285714286
